company_id,company_name,hq_addr1,hq_addr2,hq_locality,hq_region,hq_postal_code,hq_country,website,industry,company_size
,TimeToKnow,,,,,,,,,
,IBM Research Labs,,,,,,,,,
,Harmonic Data Systems,,,,,,,,,
,Compedia,,,,,,,,,
,Conduct,,,,,,,,,
100481,Eshed,,,,,,,,Management Consulting,51-200 employees
,Alpha-CSP,,,,,,,,,
,LMB Consulting,,,,,,,,,
,TM-IT,,,,,,,,,
8478,Bezeq,,,,,,,http://3m.com,Telecommunications,"5001-10,000 employees"
,ScaleBase,,,,,,,,,
,Aluna,,,,,,,,,
,Ciklum,,,,,,,,,
,Tecnomatix,,,,,,,,,
,WhiteSmoke,,,,,,,,,
,sourceforge.net,,,,,,,,,
,IPV Security,,,,,,,,,
,J.Crew,,,,,,,,,
,Nomura Securities,,,,,,,,,
,Parametric Technology Corporation,,,,,,,,,
71412,TIC Group,,,,,,,,Logistics and Supply Chain,501-1000 employees
,Super-Pharm,,,,,,,,,
,Yellow Pages Israel,,,,,,,,,
,appTV,,,,,,,,,
25729,DSNR,,,,,,,,Internet,501-1000 employees
,Mow digital Ltd.,,,,,,,,,
,DSNR media Innovations,,,,,,,,,
,PicScout,,,,,,,,,
58620,Eurofun,,,,,,,,Telecommunications,11-50 employees
,013 Barak,,,,,,,,,
,Sergata,,,,,,,,,
45770,Advasense,,,,,,,,Semiconductors,11-50 employees
164511,IXI Mobile,,,,,,,http://www.ixi.com,Telecommunications,51-200 employees
,Benchmark Capital,,,,,,,,,
3774,DSPC,,,,,,,,Telecommunications,51-200 employees
,DSNR Media Innovations (DMI),,,,,,,,,
1747148,reshet,,,,,,,http://reshet.ynet.co.il,Broadcast Media,
610733,mediaboost,,,,,,,http://www.mediaboost.fr,Graphic Design,Myself Only
113547,Commex Technologies,,,,,,,,Semiconductors,11-50 employees
86187,Sungard Decalog,,,,,,,,Computer Software,"10,001+ employees"
,BlueSnap (formely Plimus),,,,,,,,,
,Novebox,,,,,,,,,
10327,DMG,,,,,,,,Marketing and Advertising,51-200 employees
141766,Cellmax Systems,,,,,,,,Security and Investigations,11-50 employees
1329367,"City Drinker, Inc.",,,,,,,http://www.citydrinker.com,Marketing and Advertising,
,William Hill,,,,,,,,,
57649,Ad-Gency,,,,,,,,Internet,51-200 employees
,William Hill Online,,,,,,,,,
,Udi Cassirer Blend Designer,,,,,,,,,
,Marvell DSPC,,,,,,,,,
,Picaro Consulting & placement,,,,,,,,,
26181,Fantine Group,,,,,,,,Information Technology and Services,51-200 employees
,Clarizen,,,,,,,,,
,Zlango,,,,,,,,,
,Xertive Media,,,,,,,,,
,ADORIKA,,,,,,,,,
,RadView Software,,,,,,,,,
,Aladdin,,,,,,,,,
,Media Shakers Corp,,,,,,,,,
125322,adam-milo,,,,,,,,Human Resources,51-200 employees
1231185,kupat holim,,,,,,,http://sport5.co.il,Hospital & Health Care,1-10 employees
,Dalet,,,,,,,,,
,NSI,,,,,,,,,
,Consist Systems ltd,,,,,,,,,
,checkmarx,,,,,,,,,
,ControlGuard,,,,,,,,,
57677,Aliroo,,,,,,,,Computer Software,11-50 employees
,Chip PC,,,,,,,,,
990233,Sanford T. Colb & Co.,,,,,,,http://www.stc.co.il,Law Practice,11-50 employees
36577,RADA,7 Giborei Israel st,7 Giborei Israel st,Netanya,,42504,Israel,http://www.rada.com,Defense & Space,51-200 employees
,Innovational New Media Ltd,,,,,,,,,
,myisrael,,,,,,,,,
,Digipop Group/ AmazeCell,,,,,,,,,
,St Lukes Communications,,,,,,,,,
,Spiral Solutions,,,,,,,,,
,One1,,,,,,,,,
,John Bryce Training,,,,,,,,,
,Israel Lands administration (Minhal Mekarkey Israel),,,,,,,,,
412231,Embassy of Mexico,,,,,,,http://www.sre.gob.mx/israel/,International Affairs,11-50 employees
1020907,Dafna Gonen,,,,,,,http://www.dafnagonen.com,Executive Office,Myself Only
,Electronics Line 3000,,,,,,,,,
,Wind River Systems,,,,,,,,,
,MarsMediaGroup | PayPerLead,,,,,,,,,
,Computer Systems Odessa,,,,,,,,,
,Somoto Inc,,,,,,,,,
,I.T.C. IP technologies LTD.,,,,,,,,,
6741,Hotbar.com,,,,,,,,Internet,51-200 employees
,netsense,,,,,,,,,
,Netvision LTD,,,,,,,,,
,Kishurit ma'ane istki Ltd.,,,,,,,,,
1043240,Ayalon Highways Co.,,,,,,,http://www.ayalonhw.co.il/template/default.asp?maincat=6,Transportation/Trucking/Railroad,51-200 employees
,Daronet,,,,,,,,,
29674,Eyron,,,,,,,http://www.eyron.com,Computer Software,51-200 employees
,DSNR Media Group (DMG),,,,,,,,,
,uTest,,,,,,,,,
,Enigma,,,,,,,,,
,eWave / eWave MD,,,,,,,,,
11121,Israeli Air Force,,,,,,,,Military,"10,001+ employees"
,Bank Hapoalim – E-Marketing & Business Development,,,,,,,,,
,Ava Fx,,,,,,,,,
,Logix,,,,,,,,,
,Bizzclick LLP,,,,,,,,,
106633,Segment,,,,,,,http://www.segmenta.com,Marketing and Advertising,11-50 employees
,eWave LTD.,,,,,,,,,
,Websense LTD.,,,,,,,,,
,Linnovate LTD,,,,,,,,,
,Swifto,,,,,,,,,
25303,Aduva,,,,,,,,Computer Software,11-50 employees
,BMC,,,,,,,,,
,Indigo,,,,,,,,,
,CommerceNet,,,,,,,,,
,KCS Knowledge & Creative Solutions,,,,,,,,,
,Gartner,,,,,,,,,
,Druvision,,,,,,,,,
,Motorola Israel,,,,,,,,,
,"Bank Hapoalim, MIS Department",,,,,,,,,
,Astea,,,,,,,,,
,Startup Company,,,,,,,,,
152538,DSI Group,,,,,,,,Insurance,501-1000 employees
,Aspect Imaging,,,,,,,,,
,Biosense Webster,,,,,,,,,
,Exanet,,,,,,,,,
53405,Soreq NRC,,,,,,,,Research,201-500 employees
,AspireGlobal,,,,,,,,,
,Vouch2Go Startup,,,,,,,,,
1555791,Menora Mivtachim Pension Ltd,,,,,,,http://www.newmivtachim.co.il/Mivtsite/mivt_es.nsf/($All)/DF393C62EA6D6212422570FE0033BEDA?OpenDocument,Insurance,
,Meex Online,,,,,,,,,
,EntryPoint,,,,,,,,,
,T-Mobile UK,,,,,,,,,
,"Snapily / HumanEyes Technologies, LTD.",,,,,,,,,
,RRSAT (NASDAQ:RRST),,,,,,,,,
,IDT Telecom,,,,,,,,,
,A.T. Kearney,,,,,,,,,
,Booz Allen & Hamilton,,,,,,,,,
570039,Allmedia,,,,,,,http://www.allmedia.co.il,Public Relations and Communications,1-10 employees
147582,Semicom Lexis Ltd.,,,,,,,,Import and Export,11-50 employees
,ZIM,,,,,,,,,
,Wizmagic Inc,,,,,,,,,
117710,Ivory Software Services,,,,,,,,Information Technology and Services,11-50 employees
,Magic Software Enterprises,,,,,,,,,
,Jelly Button Games,,,,,,,,,
,Hamutzim Studio,,,,,,,,,
,Hagay-Tech project for Comsys Communication and Signal Processing Ltd,,,,,,,,,
36577,RADA,7 Giborei Israel st,7 Giborei Israel st,Netanya,,42504,Israel,http://www.rada.com,Defense & Space,51-200 employees
,Radyoos Media,,,,,,,,,
,TicTacTi,,,,,,,,,
25729,DSNR,,,,,,,,Internet,501-1000 employees
,Cyhawk Ventures Ltd.,,,,,,,,,
,SeerGate Ltd.,,,,,,,,,
,E4X,,,,,,,,,
,Nortel,,,,,,,,,
208708,OpenIT,,,,,,,http://www.itsopen.co.il,Information Technology and Services,11-50 employees
,Commugen,,,,,,,,,
,DMG - Mobile and Online Marketing,,,,,,,,,
,Procter & Gamble,,,,,,,,,
,Emind System Ltd,,,,,,,,,
,Exelmind Ltd.,,,,,,,,,
,Excelmind Ltd.,,,,,,,,,
164511,IXI Mobile,,,,,,,http://www.ixi.com,Telecommunications,51-200 employees
1981632,Groupon Israel,,,,,,,http://www.groupon.co.il/,Internet,
,Fitango,,,,,,,,,
6666,Mitchell Madison Group,,,,,,,http://mmgmc.com,Management Consulting,501-1000 employees
,Unitronics,,,,,,,,,
,Practicall - Blue-White Drupal,,,,,,,,,
,TIS Software,,,,,,,,,
,"RSA, The security division of EMC",,,,,,,,,
,Tmuna Medaberet Ltd,,,,,,,,,
525624,Skillogic International,,,,,,,http://www.skillogic.com,Computer Software,1-10 employees
,SanDisk SCS,,,,,,,,,
,Interwise,,,,,,,,,
,Clickky,,,,,,,,,
,Sintec - Compubyte (Formula Group),,,,,,,,,
,Mobitrans FZ LLC,,,,,,,,,
,FalconSearch.com LLC - Dubai,,,,,,,,,
,CleanTechBase,,,,,,,,,
,Spankin'Apps,,,,,,,,,
,RealCommerce,,,,,,,,,
121153,Sapir,,,,,,,,Internet,11-50 employees
,Self employed,,,,,,,,,
,Prime Gaming,,,,,,,,,
,Abbott Laboratories,,,,,,,,,
,Tahl Wilson HR,,,,,,,,,
,NeoGames Technologies,,,,,,,,,
,PartyGaming (iGlobalMedia Israel),,,,,,,,,
,Result,,,,,,,,,
93126,LocatioNet,,,,,,,,Telecommunications,11-50 employees
,Qmarkets,,,,,,,,,
,Marvell Israel Ltd.,,,,,,,,,
,DMG - DSNR Media Group,,,,,,,,,
,Oreet International Media -,,,,,,,,,
,YCD Multimedia,,,,,,,,,
39070,Israel Export Institute,29 Hamered St,,Tel-Aviv,,68125,Israel,http://www.export.gov.il,International Trade and Development,51-200 employees
,Studyers,,,,,,,,,
,Gov.il,,,,,,,,,
,Glamaxy,,,,,,,,,
,"Amadesa, Inc acquired by LivePerson Inc. (Nasdaq: LPSN) )",,,,,,,,,
,Babylon Ltd,,,,,,,,,
19734,Negevtech,,,,,,,,Semiconductors,51-200 employees
,Deltathree,,,,,,,,,
1862968,PHP Freelance,,,,,,,http://thephpguy.com,Program Development,
,Netvertise Ltd.,,,,,,,,,
,The Open University of Israel,,,,,,,,,
,"Gishot, Training and Coaching company for excellence - worldwide",,,,,,,,,
,NeoGames,,,,,,,,,
,Repliweb,,,,,,,,,
,Cortica,,,,,,,,,
15742,Kavado,,,,,,,,Computer Software,51-200 employees
63255,Eplication,,,,,,,,Computer Networking,11-50 employees
83822,Magnifire,,,,,,,,Computer & Network Security,11-50 employees
166927,Whale Communications,,,,,,,,Computer & Network Security,51-200 employees
,MTS Group,,,,,,,,,
,Zaponet - data science solutions,,,,,,,,,
,Elbit Ltd.,,,,,,,,,
,Futures Group IT,,,,,,,,,
23650,The Leverage Group,,,,,,,,Marketing and Advertising,11-50 employees
,Tremor Video,,,,,,,,,
,Demandware,,,,,,,,,
,Vidyo,,,,,,,,,
,LSI,,,,,,,,,
,Oridian,,,,,,,,,
,MediaMind,,,,,,,,,
,Top Image Systems,,,,,,,,,
222539,Teledata Networks,HaSadnaot 10,,Hertzeliya,,,Israel,http://www.teledata-networks.com/,Telecommunications,51-200 employees
,Wipro GE Medical Systems,,,,,,,,,
,newBrandAnalytics,,,,,,,,,
,National Center for Supercomputing Applications,,,,,,,,,
,InSightec,,,,,,,,,
,Beth-El Industries Ltd,,,,,,,,,
,Helen Doron Ltd,,,,,,,,,
,Legolas Media,,,,,,,,,
,Eyeblaster,,,,,,,,,
72236,Mercury Interactive,,,,,,,,Computer Software,1001-5000 employees
,"Aerospike, Inc.",,,,,,,,,
,Devicescape,,,,,,,,,
,GigaSpaces,,,,,,,,,
,"3VR Security, Inc.",,,,,,,,,
,"Nominum, Inc.",,,,,,,,,
,"Vitria Technology, Inc.",,,,,,,,,
15007,Forte Software,,,,,,,http://dondodge.typepad.com/the_next_big_thing/,Computer Software,201-500 employees
,Oracle Corporation,,,,,,,,,
,IBM Haifa Research Lab,,,,,,,,,
,Open University,,,,,,,,,
7449,Vishay,,,,,,,http://www.vishay.com,Electrical/Electronic Manufacturing,"10,001+ employees"
,Corrigon,,,,,,,,,
,Micro Focus,,,,,,,,,
,SerVision Ltd.,,,,,,,,,
115434,HelloTech,,,,,,,,Information Technology and Services,11-50 employees
1217328,SvoiBiz,,,,,,,http://www.svoibiz.org,Nonprofit Organization Management,1-10 employees
,Resilience Corporation,,,,,,,,,
6283,NetManage,,,,,,,http://www.netmanage.com,Computer Software,201-500 employees
,Amdahl Corporation,,,,,,,,,
,Q1 Labs,,,,,,,,,
,StreamBase Systems,,,,,,,,,
12024,Allaire,,,,,,,,Computer Software,201-500 employees
,Allaire/Macromedia,,,,,,,,,
,Powersoft,,,,,,,,,
,First Data Corporation,,,,,,,,,
,Peer39,,,,,,,,,
17795,ClearForest,,,,,,,http://www.clearforest.com,Computer Software,51-200 employees
,Focus Mobile,,,,,,,,,
,MRV,,,,,,,,,
,SiteBlackBox,,,,,,,,,
,SkyVision Global Networks LLC,,,,,,,,,
,Bynet Data Communications LTD,,,,,,,,,
,Horizon Technologies LTD.,,,,,,,,,
,YubiTech,,,,,,,,,
150311,iPoint-Media,,,,,,,,Telecommunications,11-50 employees
,F5 Networks,,,,,,,,,
,Elbit,,,,,,,,,
,Gingersoftware,,,,,,,,,
,KejeK,,,,,,,,,
325856,Direct Group,,,,,,,http://www.directgroup.org,Venture Capital & Private Equity,11-50 employees
,RTG,,,,,,,,,
,Software AG,,,,,,,,,
,Oridian Online Media Solutions,,,,,,,,,
150443,lametayel,,,,,,,,Internet,51-200 employees
,Omnisys,,,,,,,,,
,Elad Group,,,,,,,,,
20262,Digital Fountain,,,,,,,http://www.digitalfountain.com,Computer Networking,11-50 employees
,Synergy,,,,,,,,,
97424,YaData,,,,,,,,Computer Software,11-50 employees
1045,PwC Consulting,,,,,,,http://www.ibm.com,Management Consulting,"10,001+ employees"
,"Cadence Design Systems, Inc.",,,,,,,,,
,Realm,,,,,,,,,
,Confidela,,,,,,,,,
,Comability,,,,,,,,,
11591,Unipier,,,,,,,http://www.msis-sagl.ch,Computer Software,51-200 employees
11591,Unipier,,,,,,,http://www.msis-sagl.ch,Computer Software,51-200 employees
,Sagitta,,,,,,,,,
10170,Xpert,,,,,,,,Information Technology and Services,51-200 employees
11591,Unipier,,,,,,,http://www.msis-sagl.ch,Computer Software,51-200 employees
6283,NetManage,,,,,,,http://www.netmanage.com,Computer Software,201-500 employees
,Shopping.com / eBay,,,,,,,,,
,Coral,,,,,,,,,
8464,Sanctum,,,,,,,,Computer Software,51-200 employees
,Vocaltec communications,,,,,,,,,
105391,Pineapple,,,,,,,,Retail,1-10 employees
,Applied Spectral Imaging,,,,,,,,,
,cVidya,,,,,,,,,
,EMC Computer Systems,,,,,,,,,
,WENDIMU,,,,,,,,,
,TrainEffect,,,,,,,,,
96802,Transway,,,,,,,,Information Technology and Services,11-50 employees
1460267,2010,,,,,,,http://andres@andrescreative.com,Graphic Design,
,Pointer Telocation Ltd.,,,,,,,,,
,Mengo,,,,,,,,,
,Micron Technology,,,,,,,,,
,Harel Insurance,,,,,,,,,
,KMI - Optimum Group,,,,,,,,,
,PointOfView,,,,,,,,,
,Whitewater Security,,,,,,,,,
,Eltel Technologistics,,,,,,,,,
,BizWise Technologies Ltd.,,,,,,,,,
,"Foundups Corp.,",,,,,,,,,
,Amdocs Ltd.,,,,,,,,,
,CloudValue,,,,,,,,,
,Sela Technology Center,,,,,,,,,
,ActionBase Software Solutions Ltd.,,,,,,,,,
,Advantech,,,,,,,,,
,Nikken International,,,,,,,,,
2019813,HTIA - High Tech Industry Association,,,,,,,http://www.htia.co.il/,Nonprofit Organization Management,
11644,ASIC,,,,,,,,Government Administration,1001-5000 employees
,Nogacom,,,,,,,,,
,Whitewater Technologies,,,,,,,,,
,Nortel Networks,,,,,,,,,
,Whitewater Group: Quality and Security Division,,,,,,,,,
2117692,Bitbite Design,,,,,,,http://www.bibite.co.il,Computer & Network Security,
1330634,ATHENA GS3 Security Implementations Ltd.,,,,,,,http://www.athenaiss.com,Security and Investigations,
,"Kibbutzim College of Education, Technology and the Arts",,,,,,,,,
,Logtel,,,,,,,,,
,Shenkar College,,,,,,,,,
,Champlain College,,,,,,,,,
,Barillet,,,,,,,,,
453075,Israeli ministry of health,,,,,,,http://www.health.gov.il,Food & Beverages,51-200 employees
,Freelance Consultancy & Training,,,,,,,,,
,ConKor Systems Ltd.,,,,,,,,,
,The Brasserie Bread Company,,,,,,,,,
,MY IMS,,,,,,,,,
,LOG ON SOFTWARE,,,,,,,,,
,Amazon Web Services,,,,,,,,,
1043602,Bengis Center,,,,,,,http://www.bengis.org,Information Technology and Services,1-10 employees
,Bezecom,,,,,,,,,
,Talia Technology,,,,,,,,,
,Newvem,,,,,,,,,
,ClickSoftware LTD,,,,,,,,,
1518,Creo,,,,,,,,Computer Software,1001-5000 employees
,NetApp (T-I-E),,,,,,,,,
,QPoint Technologies LTD,,,,,,,,,
,Comm-IT Technology Solutions ltd,,,,,,,,,
,Genie computing services,,,,,,,,,
,Genie,,,,,,,,,
,Wiseman Software,,,,,,,,,
,MadeYOUm,,,,,,,,,
,Plataine,,,,,,,,,
,Amazon,,,,,,,,,
,IE Business School,,,,,,,,,
3149,Israel Defense Forces,,,,,,,,Military,"10,001+ employees"
,Sensecom,,,,,,,,,
,Teleall Contact Centers,,,,,,,,,
,Linux4biz Ltd.,,,,,,,,,
1896946,Ministry of Health Israel,,,,,,,http://,Public Policy,
,Delek,,,,,,,,,
,Strauss Group Inc.,,,,,,,,,
,GlassHouse-Taldor Communication,,,,,,,,,
,Nuvomind,,,,,,,,,
,NGSoft Ltd.,,,,,,,,,
,NGSoft (Giant Steps),,,,,,,,,
,Comview,,,,,,,,,
,Comline Group LTD,,,,,,,,,
,Comsecure LTD,,,,,,,,,
663425,Webox Cloud Computing Services LTD,,,,,,,http://www.webox.co.il,Utilities,1-10 employees
,Comline Bussiness Consulting LTD,,,,,,,,,
,THE SPIRIT OF ISRAEL,,,,,,,,,
,Haruz Cazze LTD,,,,,,,,,
,SysNet Solutions srl,,,,,,,,,
,Omnitech,,,,,,,,,
,MyWord Localization ltd,,,,,,,,,
122380,Solgood Communication,,,,,,,,Telecommunications,51-200 employees
,Nova Consulting,,,,,,,,,
,Hi-Tech College,,,,,,,,,
5286,Infonet,,,,,,,,Telecommunications,1001-5000 employees
,Aspire Call Center Technologies LTD,,,,,,,,,
,Marketing SJT,,,,,,,,,
2679683,Efranat Ltd.,,,,,,,http://www.efranat.com,Pharmaceuticals,11-50 employees
,NiTi Surgical Solutions,,,,,,,,,
,SoftLink,,,,,,,,,
,Digital Equipment Corporation (DEC),,,,,,,,,
,Tnuva,,,,,,,,,
,CROWE HORWATH,,,,,,,,,
,Lycos Europe,,,,,,,,,
18309,Pecaso,,,,,,,http://www.pecaso.com,Information Technology and Services,201-500 employees
,Arinso,,,,,,,,,
,"Werkzeugmaschinenlabor, WZL der RWTH Aachen",,,,,,,,,
,TalentShop,,,,,,,,,
,Gaulter Russell,,,,,,,,,
,Neue Digitale,,,,,,,,,
,Neue Digitale GmbH,,,,,,,,,
,OgilvyOne worldwide,,,,,,,,,
,Scholz & Volkmer,,,,,,,,,
,Buzz,,,,,,,,,
,Jung von Matt,,,,,,,,,
,Das Werk,,,,,,,,,
,Axiata,,,,,,,,,
2195158,Vodafone Group Services,,,,,,,http://,Information Technology and Services,
,Vodafone Group,,,,,,,,,
,Acxiom Ltd,,,,,,,,,
28839,Intuitive Systems,,,,,,,,Information Technology and Services,51-200 employees
,Xerox,,,,,,,,,
,<PreviousNext>,,,,,,,,,
,Publicis Mojo,,,,,,,,,
,Tribal DDB,,,,,,,,,
,MassMedia Studios,,,,,,,,,
,EuroRSCG,,,,,,,,,
16925,Oven Digital,,,,,,,http://www.hay.dk,Internet,51-200 employees
,Modem Media a Digitas Inc.,,,,,,,,,
,"M.I.T newmedia, Friedrichsdorf",,,,,,,,,
272268,Springer & Jacoby Hamburg,,,,,,,http://www.sj.com,Marketing and Advertising,51-200 employees
,"Scholz&Friends, Hamburg",,,,,,,,,
,Frogdesign,,,,,,,,,
,SinnerSchrader Praha s.r.o.,,,,,,,,,
1835931,Thomas Bethe Project Management,,,,,,,http://www.bethe.de,Online Media,
,Fjord,,,,,,,,,
,BBDO,,,,,,,,,
,Blast Radius,,,,,,,,,
1860796,PCH Berlin-Los Angeles GmbH,Swinemuender Strasse 121,,Berlin,,10435,Germany,http://www.pch-berlin.com,Marketing and Advertising,11-50 employees
,TBWA,,,,,,,,,
1665221,Goethe-Institut Peking,,,,,,,http://www.deutschland-und-china.com,Management Consulting,
,Fork Unstable Media,,,,,,,,,
,Bite Sized Candy,,,,,,,,,
49174,Hanft Raboy and Partners,,,,,,,,Marketing and Advertising,11-50 employees
166183,Studio Archetype,,,,,,,,Design,51-200 employees
,Carbone Smolan Agency,,,,,,,,,
,eFashion Solutions,,,,,,,,,
,Re:Vision Ad Agency,,,,,,,,,
,Nordstrom,,,,,,,,,
898898,Saatchi & Saatchi X,,,,,,,http://www.saatchix.co.uk/,Marketing and Advertising,11-50 employees
,Digitas,,,,,,,,,
162648,Bartle Bogle Hegarty,,,,,,,http://www.bartleboglehegarty.com/,Marketing and Advertising,201-500 employees
,Good Technology,,,,,,,,,
,Glue London,,,,,,,,,
,Booking.com,,,,,,,,,
,Larson Group - Nil Satis Nisi Optimum,,,,,,,,,
,INTERQUEST,,,,,,,,,
,CCI,,,,,,,,,
,Talent Club London,,,,,,,,,
,48 Digital - part of the ITHR Group,,,,,,,,,
,Elan IT,,,,,,,,,
,Computer Futures Solutions,,,,,,,,,
,Sapient,,,,,,,,,
,Frukt Music,,,,,,,,,
,AKQA,,,,,,,,,
,Connect Digital,,,,,,,,,
,s2m Digital,,,,,,,,,
18798,Tech Pacific,,,,,,,http://www.biolifemarketing.com.sg,Information Technology and Services,201-500 employees
,Whybin\TBWA,,,,,,,,,
157299,"Foote, Cone & Belding",,,,,,,http://www.fcb.com/,Marketing and Advertising,"5001-10,000 employees"
,Z Energy Limited,,,,,,,,,
,PowerHouse People,,,,,,,,,
65607,The Dominion Post,,,,,,,,Newspapers,51-200 employees
,MitchelLake Consulting,,,,,,,,,
29897,Time Recruitment,,,,,,,,Human Resources,11-50 employees
,Adecco,,,,,,,,,
,The Bridge,,,,,,,,,
,Adcloud GmbH,,,,,,,,,
70294,Ormigo GmbH,,,,,,,,Internet,1-10 employees
,People Interactive GmbH,,,,,,,,,
,Critical Mass,,,,,,,,,
,Mediacom Canada,,,,,,,,,
,Proximity Canada,,,,,,,,,
,Tribal DDB Canada,,,,,,,,,
,Leo Burnett,,,,,,,,,
,Harbinger,,,,,,,,,
,London Borough of Hillingdon,,,,,,,,,
,NZ Police,,,,,,,,,
,Statistics New Zealand,,,,,,,,,
,JungvonMatt Spree,,,,,,,,,
272268,Springer & Jacoby Hamburg,,,,,,,http://www.sj.com,Marketing and Advertising,51-200 employees
,Scholz & Friends,,,,,,,,,
,Cardno ATC,,,,,,,,,
,DDB Berlin,,,,,,,,,
,Telstra Media,,,,,,,,,
,Proximity Worldwide,,,,,,,,,
,Clemenger BBDO Group,,,,,,,,,
,Tribal DDB Worldwide,,,,,,,,,
,News Interactive,,,,,,,,,
,Microsoft Australia,,,,,,,,,
1273213,ComproIT - Part of The Waterhouse Recruitment Group,,,,,,,http://,Staffing and Recruiting,
,Hays IT,,,,,,,,,
,DDB,,,,,,,,,
,GWW,,,,,,,,,
985246,Aotea Interactive Media,lv 3 30 Victoria Rd,Devonport,Auckland,,604,New Zealand,http://www.aotea.co.nz,Information Technology and Services,1-10 employees
,Airsquare,,,,,,,,,
932442,Bookabach,,,,,,,http://www.bookabach.co.nz,Information Services,1-10 employees
,Affinity ID,,,,,,,,,
,QUISMA - a GroupM company,,,,,,,,,
,Hurra Communications,,,,,,,,,
,Cortal Consors,,,,,,,,,
,Spirit Link,,,,,,,,,
,Viator Capital,,,,,,,,,
,eWave Interactive GmbH,,,,,,,,,
,Unify,,,,,,,,,
1045958,Liquid Winks Limited,,,,,,,http://www.liquidwinks.co.nz,Food & Beverages,1-10 employees
,.99 Enterprises Limited,,,,,,,,,
,TOUCH/CAST,,,,,,,,,
,Clemenger BBDO,,,,,,,,,
,Westpac New Zealand Limited,,,,,,,,,
1666668,DDB Tribal Group,,,,,,,http://,Marketing and Advertising,
,CDS GmbH,,,,,,,,,
,WiTH Collective,,,,,,,,,
,Whiteclick,,,,,,,,,
,"Morgan, Sydney",,,,,,,,,
,IRD,,,,,,,,,
89863,FH Aachen,,,,,,,,Information Technology and Services,501-1000 employees
,Grey Worldwide,,,,,,,,,
78843,argonauten G2,,,,,,,,Marketing and Advertising,51-200 employees
40130,Brainpool,,,,,,,,Computer Software,11-50 employees
,Hi-ReS!,,,,,,,,,
582864,Saatchi & Saatchi New Zealand,,,,,,,http://saatchi.com,Marketing and Advertising,"5001-10,000 employees"
,TBWA\Berlin,,,,,,,,,
,antwerpes + partner ag,,,,,,,,,
,The John Maxwell Company,,,,,,,,,
439096,Deutscher Bundestag,,,,,,,http://www.bundestag.de,Legislative Office,1-10 employees
967525,UX Foundry,,,,,,,http://www.ux-foundry.com,Online Media,1-10 employees
,iama - information architecture maassen,,,,,,,,,
,Netrada,,,,,,,,,
,People Interactive - Interactive Marketing Solutions Ageny,,,,,,,,,
,McCann Worldgroup,,,,,,,,,
,Ogilvy,,,,,,,,,
,Bluemars,,,,,,,,,
,Syzygy,,,,,,,,,
7748,GFT AG,,,,,,,,Computer Software,501-1000 employees
,Proximity,,,,,,,,,
,Sixandco,,,,,,,,,
2466,Modem Media,,,,,,,,Marketing and Advertising,201-500 employees
346577,Tarsh Lazare,107 Charterhouse Street,107 Charterhouse Street,London,,EC1M 6HW,United Kingdom,http://www.tarshlazare.co.uk,Staffing and Recruiting,Myself Only
,Ball and Hoolahan,,,,,,,,,
,Gillamor Stephens,,,,,,,,,
,The EMR Group,,,,,,,,,
30940,Pricejamieson,,,,,,,,Staffing and Recruiting,11-50 employees
,Newsdesk,,,,,,,,,
,Oxigeno Online,,,,,,,,,
,ProximityID,,,,,,,,,
,Netconcepts,,,,,,,,,
,TBWA\Raad,,,,,,,,,
,Jericho Digital Communications,,,,,,,,,
,Jericho,,,,,,,,,
,Proximity iD,,,,,,,,,
,Media Design School,,,,,,,,,
,LloydsTSB,,,,,,,,,
,Bank of New Zealand Credit Cards,,,,,,,,,
,Lion Co,,,,,,,,,
,Webling Interactive,,,,,,,,,
,TEQUILA / TBWA Advertising Agency,,,,,,,,,
,George Patterson Y&R,,,,,,,,,
,AMP Capital Investors,,,,,,,,,
21449,Creata,1801 S. Meyers Road,Suite 250,Oakbrook Terrace,IL,60181,United States,http://www.Creata.com,Marketing and Advertising,201-500 employees
,Caltex,,,,,,,,,
,The Institute of Chartered Accountants in Australia,,,,,,,,,
34441,AFTRS,,,,,,,,Motion Pictures and Film,51-200 employees
1550295,DDB Europe,,,,,,,http://,Accounting,
,DDB International,,,,,,,,,
,Ubiquity,,,,,,,,,
,Cline Davis & Mann London,,,,,,,,,
,Amen.,,,,,,,,,
1698504,DesignSmash,,,,,,,http://design-smash.com,Design,Myself Only
,Edenspiekermann,,,,,,,,,
,Last.fm,,,,,,,,,
,Shell,,,,,,,,,
,First Star Communications Limited,,,,,,,,,
,GSL Network,,,,,,,,,
,"New Zealand Post, Direct Marketing Services",,,,,,,,,
,Lavender,,,,,,,,,
,Bayer HealthCare,,,,,,,,,
,antwerpes ag,,,,,,,,,
,Genentech,,,,,,,,,
,Aperto AG,,,,,,,,,
,Neue Digitale / Razorfish,,,,,,,,,
359159,comrepublic GmbH,,,,,,,http://www.comrepublic.com,Marketing and Advertising,1-10 employees
,Huxley Associates,,,,,,,,,
,Ambitious People,,,,,,,,,
,Gordon Ramsay at Claridges,,,,,,,,,
,Cultured Code,,,,,,,,,
1881988,Launchd Limited,,,,,,,http://www.launchd.co,Information Technology and Services,Myself Only
,BIG design,,,,,,,,,
1418809,3 Foot 7,,,,,,,http://,Arts and Crafts,
,Zalando GmbH,,,,,,,,,
912980,Devv,,,,,,,http://devv.com/,Internet,Myself Only
,GET ME IN! (Ticketmaster),,,,,,,,,
